,phone,email,address,url,hobby,sum,threshold
0,0.9982068490569715,0.9994412645612304,0.9988370506565142,0.9993892891715772,0.9948869210428862,0.9907613744891792,0.54
1,0.998180861362145,0.9994347676375236,0.9988175598853942,0.9994022830189904,0.9951208102963248,0.990956282200378,0.59
2,0.9981743644384384,0.9994217737901104,0.9988045660379812,0.9994087799426972,0.9953676933971763,0.9911771776064032,0.64
3,0.9981678675147316,0.9994217737901104,0.9987980691142744,0.9994152768664036,0.9956080795743216,0.9914110668598418,0.69
4,0.998148376743612,0.9994087799426972,0.9987915721905678,0.999428270713817,0.99584196882776,0.991618968418454,0.74
5,0.9981353828961986,0.9993827922478706,0.9987720814194478,0.9994217737901104,0.9959978949967192,0.9917099253503466,0.79
6,0.9981028982776656,0.9993633014767508,0.9987201060297948,0.999395786095284,0.996238281173864,0.9918203730533592,0.84
7,0.9980574198117192,0.9993308168582176,0.9985901675556624,0.9993633014767508,0.9964266919613562,0.9917683976637064,0.89
8,0.998044425964306,0.999291835315978,0.9985576829371292,0.9993633014767508,0.9964331888850628,0.9916904345792268,0.9
9,0.9980379290405992,0.9992528537737382,0.9985057075474764,0.9993503076293376,0.996465673503596,0.9916124714947472,0.91
10,0.998024935193186,0.9992138722314984,0.99844073831041,0.9993373137819244,0.996504655045836,0.9915215145628544,0.92
11,0.9979989474983596,0.9991489029944322,0.9983627752259304,0.9993178230108044,0.9965566304354888,0.9913850791650154,0.93
12,0.9979859536509462,0.9990579460625394,0.9982588244466244,0.9993048291633913,0.996569624282902,0.9911771776064032,0.94
13,0.9979274813375868,0.9989994737491796,0.9980899044302524,0.9992658476211512,0.9966151027488483,0.9908978098870184,0.95
14,0.9978820028716404,0.9988435475802208,0.997817033634574,0.9992398599263248,0.9966345935199684,0.9904170375327284,0.96
15,0.997817033634574,0.9986746275638484,0.997505181296656,0.9992008783840852,0.9966865689096212,0.9898842897887852,0.97
16,0.9976935920841482,0.9983757690733438,0.9971153658742584,0.9991489029944322,0.9967255504518612,0.9890591804780436,0.98
17,0.9974661997544164,0.9979079905664668,0.996797016612634,0.9991294122233124,0.9967450412229808,0.98804566037981,0.99
