,phone,email,address,url,hobby,sum,threshold
0,0.4701195219123506,0.874,0.6744639376218323,0.4347826086956521,0.056,0.5141662796098467,0.54
1,0.4621513944223107,0.868,0.6686159844054581,0.4202898550724637,0.056,0.5085926614026939,0.59
2,0.4601593625498008,0.86,0.6627680311890838,0.4202898550724637,0.056,0.5048769159312587,0.64
3,0.4561752988047808,0.858,0.658203125,0.4202898550724637,0.054,0.5018587360594795,0.69
4,0.450199203187251,0.848,0.6555772994129159,0.4130434782608695,0.054,0.4969781496978149,0.74
5,0.4442231075697211,0.836,0.649706457925636,0.3985507246376811,0.048,0.4890748489074848,0.79
6,0.4322709163346613,0.826,0.6284584980237155,0.3576642335766423,0.044,0.4750582750582751,0.84
7,0.4163346613545817,0.808,0.5828343313373253,0.3138686131386861,0.034,0.4509345794392523,0.89
8,0.4123505976095618,0.796,0.5728542914171657,0.3138686131386861,0.032,0.444392523364486,0.9
9,0.4083665338645418,0.782,0.5548902195608783,0.2992700729927007,0.03,0.4345794392523364,0.91
10,0.4023904382470119,0.77,0.534,0.2846715328467153,0.026,0.423562412342216,0.92
11,0.3924302788844621,0.748,0.508,0.2627737226277372,0.024,0.4081346423562412,0.93
12,0.3864541832669322,0.72,0.476,0.2408759124087591,0.02,0.3903693314633006,0.94
13,0.3685258964143426,0.7,0.422,0.1970802919708029,0.018,0.3655913978494624,0.95
14,0.3545816733067729,0.652,0.336,0.1678832116788321,0.016,0.3286582515194016,0.96
15,0.3333333333333333,0.6,0.236,0.1240875912408759,0.012,0.284377923292797,0.97
16,0.2954091816367265,0.506,0.116,0.0656934306569343,0.006,0.2202993451824134,0.98
17,0.222,0.358,0.016,0.0364963503649635,0.004,0.1427234440804866,0.99
