phone,email,address,url,hobby,sum,threshold
0.959349593495935,0.95,0.9664804469273744,0.7894736842105263,0.0816326530612244,0.74645987862441,0.54
0.9586776859504132,0.953846153846154,0.9661971830985916,0.8285714285714286,0.0912052117263843,0.7662701189643107,0.59
0.95850622406639,0.9576837416481068,0.9686609686609686,0.8405797101449275,0.104089219330855,0.7882523567802756,0.64
0.96218487394958,0.959731543624161,0.9711815561959656,0.8529411764705882,0.117391304347826,0.8120300751879699,0.69
0.9617021276595744,0.9658314350797268,0.9710144927536232,0.890625,0.1391752577319587,0.8371182458888019,0.74
0.9653679653679652,0.9698375870069604,0.9707602339181286,0.9016393442622952,0.1463414634146341,0.8559804719283971,0.79
0.96875,0.9740566037735848,0.9724770642201837,0.9074074074074074,0.1788617886178861,0.8845486111111112,0.84
0.972093023255814,0.9829683698296836,0.9733333333333334,0.9148936170212766,0.2023809523809523,0.912961210974456,0.89
0.971830985915493,0.982716049382716,0.9728813559322034,0.9148936170212766,0.1975308641975308,0.9135446685878964,0.9
0.9761904761904762,0.9848866498740554,0.975438596491228,0.9111111111111112,0.2027027027027027,0.9198813056379822,0.91
0.9805825242718448,0.9846547314578004,0.9744525547445256,0.9069767441860463,0.203125,0.9263803680981596,0.92
0.985,0.9868073878627968,0.9769230769230768,0.9,0.2222222222222222,0.9356913183279744,0.93
0.9897959183673468,0.9863013698630136,0.9754098360655736,0.9166666666666666,0.2083333333333333,0.9392575928009,0.94
0.9893048128342246,0.9887005649717514,0.976851851851852,0.9,0.2307692307692307,0.946731234866828,0.95
0.9888888888888888,0.987878787878788,0.9767441860465116,0.8846153846153846,0.2352941176470588,0.9474393530997304,0.96
0.9881656804733728,0.986842105263158,0.9833333333333332,0.85,0.2727272727272727,0.95748031496063,0.97
0.9866666666666668,0.98828125,0.9666666666666668,0.75,0.3,0.9651639344262296,0.98
0.9910714285714286,0.9944444444444444,0.8888888888888888,0.7142857142857143,0.4,0.97444089456869,0.99
