,phone,email,address,url,hobby,sum,threshold
0,0.4163346613545817,0.808,0.5828343313373253,0.31386861313868614,0.034,0.45093457943925236,0.89
1,0.4123505976095618,0.796,0.5728542914171657,0.31386861313868614,0.032,0.444392523364486,0.9
2,0.40836653386454186,0.782,0.5548902195608783,0.29927007299270075,0.03,0.43457943925233644,0.91
3,0.40239043824701193,0.77,0.534,0.2846715328467153,0.026,0.423562412342216,0.92
4,0.39243027888446214,0.748,0.508,0.26277372262773724,0.024,0.40813464235624125,0.93
5,0.38645418326693226,0.72,0.476,0.24087591240875914,0.02,0.3903693314633006,0.94
6,0.36852589641434264,0.7,0.422,0.19708029197080293,0.018,0.3655913978494624,0.95
7,0.3545816733067729,0.652,0.336,0.1678832116788321,0.016,0.3286582515194016,0.96
8,0.3333333333333333,0.6,0.236,0.12408759124087591,0.012,0.284377923292797,0.97
9,0.2954091816367265,0.506,0.116,0.06569343065693431,0.006,0.22029934518241348,0.98
